iter	Logloss
121	0.3158893985
122	0.3141918935
123	0.3134173219
124	0.3129908661
125	0.3124188708
126	0.3121256067
127	0.3113075643
128	0.310941999
129	0.3091428209
130	0.307741505
131	0.307171421
132	0.3061367726
133	0.3056151286
134	0.305273791
135	0.305099269
136	0.3038051103
137	0.3034638136
138	0.3023356932
139	0.3017618957
140	0.3002090417
141	0.2996818037
142	0.2992805024
143	0.2986438195
144	0.2985012858
145	0.2980025763
146	0.2971076522
147	0.2957602347
148	0.2946487016
149	0.2938435399
150	0.2937320445
151	0.2935156574
152	0.2917921817
153	0.2906003935
154	0.290375617
155	0.2899733857
156	0.2895314922
157	0.2889808088
158	0.2879120917
159	0.2876970983
160	0.2866800367
161	0.2859785349
162	0.2851469331
163	0.2851050852
164	0.2839859429
165	0.2835276937
166	0.2827445797
167	0.2826252464
168	0.2822091857
169	0.2817273889
170	0.2815099144
171	0.2813962272
172	0.281299985
173	0.2808566253
174	0.2805476771
175	0.2801143325
176	0.2796238801
177	0.2791557582
178	0.2787993207
179	0.2787099376
180	0.2776260409
181	0.2765982368
182	0.2764833094
183	0.2759671499
184	0.274819313
185	0.2743301363
186	0.2733203253
187	0.2724566133
188	0.2723931459
189	0.2722842099
190	0.2713289834
191	0.270926705
192	0.270548539
193	0.2703042393
194	0.2701531939
195	0.2694047942
196	0.2686537952
197	0.2682120466
198	0.2678822622
199	0.2669926972
200	0.2669108519
201	0.2667433295
202	0.2664785752
203	0.2655891349
204	0.2649665212
205	0.264666634
206	0.2645887373
207	0.2642355048
208	0.2640560418
209	0.2637058981
210	0.2633179017
211	0.2631880734
212	0.2621599625
213	0.261881398
214	0.2615686329
215	0.2615060265
216	0.2612923625
217	0.2612346322
218	0.2606070889
219	0.2603201358
220	0.2602325241
221	0.2601805493
222	0.2596837296
223	0.2592203612
224	0.258765807
225	0.2585348643
226	0.2581378207
227	0.2574141814
228	0.2566284414
229	0.256212615
230	0.2558222431
231	0.255075015
232	0.2550009756
233	0.2547478835
234	0.254150118
235	0.2537909914
236	0.253212487
237	0.2529013512
238	0.2519643044
239	0.2515464567
240	0.2509983641
241	0.2509023937
242	0.2504340822
243	0.2498836898
244	0.2496220607
245	0.2495672352
246	0.2489172423
247	0.2485329458
248	0.248448209
249	0.2479434961
250	0.2476806164
251	0.24733786
252	0.2472565824
253	0.246782553
254	0.2464068648
255	0.2459317141
256	0.2457792858
257	0.2456381291
258	0.2454797892
259	0.2454120746
260	0.2448901119
261	0.2448304897
262	0.244592938
263	0.2445456964
264	0.2443406411
265	0.2442872835
266	0.2439287631
267	0.243790116
268	0.2432894772
269	0.2426774826
270	0.2423125995
271	0.2422502781
272	0.2418767278
273	0.2416988388
274	0.2414415022
275	0.2413674226
276	0.2410691472
277	0.240762572
278	0.2406526878
279	0.2404884267
280	0.2403032753
281	0.2395674952
282	0.239500801
283	0.2393035709
284	0.2392588566
285	0.2391280594
286	0.2388544775
287	0.2386801801
288	0.2380855046
289	0.2380778805
290	0.2379245043
291	0.2378730023
292	0.2376139542
293	0.2375502845
294	0.2372754988
295	0.2370788737
296	0.2365279494
297	0.236413074
298	0.2362856542
299	0.2360829558
300	0.2358442835
301	0.2357159929
302	0.2354954395
303	0.2354427851
304	0.2351656012
305	0.2349587782
306	0.2346529216
307	0.2342261066
308	0.2340658188
309	0.2339292889
310	0.2335418991
311	0.2334786871
312	0.2334137757
313	0.233227565
314	0.2331826181
315	0.2329563641
316	0.2329284739
317	0.2325408513
318	0.2323608766
319	0.2320973129
320	0.2316458872
321	0.2312786961
322	0.2311691648
323	0.2311238738
324	0.230958342
325	0.2309095427
326	0.2308033934
327	0.2307537911
328	0.2307107614
329	0.2304303126
330	0.2302353722
331	0.2300590767
332	0.2298798418
333	0.2298443138
334	0.2296612014
335	0.2296130936
336	0.2294344066
337	0.2292218341
338	0.2288443716
339	0.2283535183
340	0.2281537422
341	0.228066404
342	0.2279689041
343	0.2277140836
344	0.2276434615
345	0.2275927356
346	0.2273564765
347	0.2273057304
348	0.2272681691
349	0.2272236803
350	0.2270133421
351	0.2269200723
352	0.2265692643
353	0.2264819156
354	0.2260198029
355	0.2258692422
356	0.2258152799
357	0.2255502289
358	0.2254407496
359	0.2252962461
360	0.2252032217
361	0.2251576144
362	0.2248924411
363	0.2247238912
364	0.224690395
365	0.2246602338
366	0.2245703439
367	0.2243732351
368	0.2240567402
369	0.2237931492
370	0.2233865238
371	0.2233400137
372	0.2230348682
373	0.2229106266
374	0.2227986445
375	0.222495503
376	0.2223464478
377	0.2223104654
378	0.2218479493
379	0.2217748458
380	0.2216971137
381	0.2215986992
382	0.2214372429
383	0.22127928
384	0.220961062
385	0.2208830744
386	0.2208250294
387	0.220786402
388	0.2205308223
389	0.2204177865
390	0.2203003865
391	0.220267484
392	0.2201978831
393	0.2201144266
394	0.2197960091
395	0.2197528898
396	0.219469282
397	0.2194132019
398	0.2192265289
399	0.2190500795
400	0.2188179478
401	0.2185984539
402	0.2184036217
403	0.2183227977
404	0.2182752287
405	0.2179531374
406	0.2179101988
407	0.2176225344
408	0.2173554872
409	0.2170906196
410	0.2168602747
411	0.2165748873
412	0.2164017957
413	0.216361792
414	0.2162504296
415	0.2159891061
416	0.2159464205
417	0.2157389328
418	0.2154908335
419	0.2153145796
420	0.215220756
421	0.2149453524
422	0.2146574214
423	0.2145899055
424	0.2143244163
425	0.2141649823
426	0.2140612818
427	0.214018528
428	0.2138749996
429	0.2137103113
430	0.2134525093
431	0.2133171387
432	0.2130419106
433	0.2126421185
434	0.2125035455
435	0.2124673519
436	0.2122361105
437	0.2120179839
438	0.2119337335
439	0.211638013
440	0.2114511134
441	0.2110508533
442	0.2108121671
443	0.2107383208
444	0.2106902869
445	0.2105532928
446	0.2104428421
447	0.2102523899
448	0.2102129562
449	0.2101793907
450	0.2101343984
451	0.2100172748
452	0.2099464385
453	0.209860488
454	0.2096322059
455	0.2093091174
456	0.2092053117
457	0.2091031797
458	0.208837389
459	0.2085871953
460	0.2084898193
461	0.2081393943
462	0.2080951072
463	0.2080549286
464	0.2078438847
465	0.2077979663
466	0.2076637149
467	0.2073493027
468	0.2069662951
469	0.2066898436
470	0.20644468
471	0.2063031005
472	0.2062330799
473	0.2061943976
474	0.2059142543
475	0.2058259282
476	0.2056715871
477	0.2055901265
478	0.2054999242
479	0.2054542933
480	0.2053962958
481	0.205361266
482	0.205199969
483	0.2051209979
484	0.2050693429
485	0.2050338717
486	0.2049643672
487	0.2047758135
488	0.204645836
489	0.204529255
490	0.2044251257
491	0.2043754154
492	0.204278381
493	0.2042329108
494	0.2040928477
495	0.2040622128
496	0.2040333498
497	0.2039507975
498	0.2037275112
499	0.2036685043
500	0.2035712517
501	0.2034541542
502	0.2033964075
503	0.203364279
504	0.2033013731
505	0.2032679723
506	0.2032280836
507	0.2031912908
508	0.2030327732
509	0.2030020178
510	0.202951831
511	0.2028745556
512	0.2028445009
513	0.2027941686
514	0.2027661132
515	0.2027027343
516	0.2026776659
517	0.2026440819
518	0.2024773754
519	0.2024300182
520	0.2022964811
521	0.2022690394
522	0.2022374073
523	0.2020237099
524	0.2017892774
525	0.2017612211
526	0.2017337312
527	0.201701885
528	0.2016597619
529	0.2015177496
530	0.2013952649
531	0.2013673785
532	0.2012946059
533	0.2011009582
534	0.2009965094
535	0.2009810562
536	0.2007120276
537	0.2006226368
538	0.2005940492
539	0.2005135879
540	0.2004695711
541	0.2003929248
542	0.2002570432
543	0.2001866664
544	0.2001432502
545	0.2001074368
546	0.2000789516
547	0.1999738876
548	0.1998539763
549	0.1998166618
550	0.1997823646
551	0.1996953851
552	0.1996667714
553	0.1995695756
554	0.1995467055
555	0.19950057
556	0.1994690307
557	0.1993566929
558	0.1993286323
559	0.1993043562
560	0.1992190798
561	0.1991815812
562	0.1991412245
563	0.1990621819
564	0.1989909358
565	0.1989269778
566	0.1988961323
567	0.1987742237
568	0.1986879587
569	0.1986105125
570	0.1984384631
571	0.1983384269
572	0.198312448
573	0.198010954
574	0.1979819247
575	0.1979507726
576	0.1979139907
577	0.1978857588
578	0.1978532368
579	0.1978260559
580	0.1977991951
581	0.1977753426
582	0.1976220197
583	0.1975063873
584	0.1974772291
585	0.1973499146
586	0.1973077474
587	0.1972912344
588	0.1972605493
589	0.1972308149
590	0.1971489823
591	0.197090695
592	0.1969911989
593	0.1969535706
594	0.1969245456
595	0.1969010106
596	0.1968471716
597	0.1968206144
598	0.1967907515
599	0.1967395725
600	0.196656643
601	0.19655647
602	0.1964976751
603	0.1964668387
604	0.1964500441
605	0.1962945237
606	0.1962352406
607	0.1960354516
608	0.195956164
609	0.1958882306
610	0.1958563836
611	0.1957806703
612	0.1957176555
613	0.1956422539
614	0.1955682682
615	0.195504413
616	0.1953906991
617	0.1953692091
618	0.1953096111
619	0.1952827127
620	0.1952613365
621	0.1952347079
622	0.1952154663
623	0.1951514818
624	0.1949670068
625	0.1949434796
626	0.1948598714
627	0.1948445128
628	0.1947313765
629	0.194715126
630	0.194689913
631	0.1946698955
632	0.1946350694
633	0.1946092864
634	0.1945839197
635	0.1944724675
636	0.1944122615
637	0.1943855207
638	0.1942400023
639	0.1942202748
640	0.1941309457
641	0.1940958254
642	0.1939204439
643	0.1938960801
644	0.1938528121
645	0.1938320546
646	0.1938102529
647	0.1937859733
648	0.1937655242
649	0.1937267742
650	0.1937061917
651	0.1936159205
652	0.1935912952
653	0.1935748953
654	0.1935281949
655	0.1934899145
656	0.1934609857
657	0.1934437213
658	0.193417352
659	0.1933934647
660	0.1933582648
661	0.1933390946
662	0.1932798869
663	0.1932188078
664	0.1931121516
665	0.1930910894
666	0.1930639623
667	0.1930425296
668	0.1930208558
669	0.1929996248
670	0.1929828209
671	0.192946725
672	0.1929319481
673	0.1929145985
674	0.1928945966
675	0.1928797686
676	0.1928506209
677	0.1928315704
678	0.1928085503
679	0.1927760441
680	0.192756831
681	0.1927293521
682	0.1927028549
683	0.1926105456
684	0.1925650099
685	0.1925438037
686	0.1925168703
687	0.1924959587
688	0.1924496025
689	0.1924218186
690	0.1923986393
691	0.192384928
692	0.192322982
693	0.1922528954
694	0.1921690855
695	0.1921408697
696	0.1921095403
697	0.192081156
698	0.1920665435
699	0.1919805605
700	0.1919638424
701	0.1919486503
702	0.1919329576
703	0.1919094586
704	0.1918914113
705	0.1918663059
706	0.1917901419
707	0.1917644469
708	0.1916974922
709	0.1916700661
710	0.1916475879
711	0.1916300915
712	0.1916176797
713	0.1916010692
714	0.1914964003
715	0.1914766072
716	0.1914514474
717	0.1914353543
718	0.1914149007
719	0.1914011691
720	0.1913864233
721	0.1913667819
722	0.1913469557
723	0.1913224717
724	0.1913001329
725	0.191277903
726	0.19125386
727	0.1912191489
728	0.1911911114
729	0.1911799342
730	0.1911561237
731	0.1911068013
732	0.1910928445
733	0.1910704606
734	0.1910416842
735	0.1910115464
736	0.1910005895
737	0.1909778995
738	0.1909582675
739	0.1909244722
740	0.1908998027
741	0.1908759696
742	0.1908615768
743	0.1908055984
744	0.1907848629
745	0.1907699727
746	0.1907467687
747	0.1907251887
748	0.1907062456
749	0.1906907217
750	0.1906571158
751	0.1906451709
752	0.1906233779
753	0.190606663
754	0.1905830376
755	0.1905626776
756	0.1905220182
757	0.1905107254
758	0.1904906786
759	0.1904740054
760	0.1904461197
761	0.1904072514
762	0.1903928818
763	0.1903785583
764	0.1902809332
765	0.1902608801
766	0.1902163535
767	0.1902024876
768	0.190150213
769	0.1901254937
770	0.1901090513
771	0.1900914612
772	0.1900754553
773	0.1900543739
774	0.1900413922
775	0.1899619273
776	0.1899301266
777	0.1899197575
778	0.1898982529
779	0.1898514201
780	0.1898326193
781	0.189819133
782	0.1897706688
783	0.189739202
784	0.1897243059
785	0.1896598727
786	0.1896398282
787	0.1896276197
788	0.1896174312
789	0.1895998844
790	0.1895163952
791	0.1895053136
792	0.1894903842
793	0.1894801463
794	0.1894457007
795	0.1894276695
796	0.1894174851
797	0.1893658588
798	0.1893568757
799	0.1893376775
800	0.189322152
801	0.1892933662
802	0.1892605635
803	0.1892421991
804	0.189214794
805	0.1891339869
806	0.1891130567
807	0.1890956565
808	0.1890759054
809	0.1889852958
810	0.1889107099
811	0.188887617
812	0.1888656147
813	0.1887814399
814	0.1887063989
815	0.188692791
816	0.1886815044
817	0.1886673641
818	0.188651763
819	0.1886032202
820	0.1885272569
821	0.188512576
822	0.188493254
823	0.1884124379
824	0.1884003135
825	0.1883847501
826	0.1883202715
827	0.1882610066
828	0.1882421333
829	0.1882286076
830	0.1882171204
831	0.1882074689
832	0.1881897178
833	0.1881772561
834	0.1881596939
835	0.1881456797
836	0.1880839996
837	0.1880643475
838	0.1880487972
839	0.1880296386
840	0.1880120826
841	0.1880019653
842	0.1879801981
843	0.1879561036
844	0.187936984
845	0.1879185586
846	0.1878949651
847	0.1878768782
848	0.1878625236
849	0.1878069633
850	0.1877922133
851	0.1877819041
852	0.1877722468
853	0.1877420565
854	0.1877274106
855	0.1877131911
856	0.1876997493
857	0.1876838525
858	0.1876629259
859	0.1876131203
860	0.1876013977
861	0.1875837062
862	0.1875431793
863	0.1875188899
864	0.187486024
865	0.1874693803
866	0.1874510076
867	0.1874280516
868	0.1874060373
869	0.1873709613
870	0.1873609275
871	0.1873497999
872	0.1873307253
873	0.187313949
874	0.1873027231
875	0.1872908
876	0.187267944
877	0.1872530655
878	0.1872427327
879	0.1872355508
880	0.1872258254
881	0.1872062275
882	0.1871835559
883	0.1871716286
884	0.1871560844
885	0.1871433421
886	0.1871245031
887	0.1871163432
888	0.1871031538
889	0.1870352336
890	0.1869724853
891	0.1869445736
892	0.1869342394
893	0.1869230977
894	0.1869005053
895	0.1868883606
896	0.186873876
897	0.1868549109
898	0.1868413311
899	0.186823604
900	0.1868164296
901	0.1867964113
902	0.1867727039
903	0.1867598492
904	0.1867519872
905	0.1867206698
906	0.1866978369
907	0.186683757
908	0.1866608518
909	0.1866389876
910	0.186625066
911	0.1865931865
912	0.1865801149
913	0.1865700646
914	0.1865549562
915	0.1865322723
916	0.1865127176
917	0.1864266302
918	0.1864081024
919	0.1863666343
920	0.1862821468
921	0.1862740454
922	0.1862563671
923	0.1862351009
924	0.1862216664
925	0.186201483
926	0.1861792908
927	0.1861626465
928	0.1861535613
929	0.1861351753
930	0.186121704
931	0.1861072862
932	0.1860909997
933	0.1860147727
934	0.1860031412
935	0.1859961573
936	0.1859832753
937	0.1859633491
938	0.1859528829
939	0.1859342397
940	0.1859106941
941	0.185901278
942	0.1858691146
943	0.1858584432
944	0.1858393349
945	0.1858188322
946	0.1857933334
947	0.1857762795
948	0.1857501201
949	0.1857316639
950	0.1857144636
951	0.185696275
952	0.1856710819
953	0.1856553343
954	0.1856439662
955	0.1856282232
956	0.1856166398
957	0.1856050508
958	0.1855950048
959	0.185581673
960	0.1855659348
961	0.1855491807
962	0.1855301463
963	0.1855157678
964	0.1855018586
965	0.1854900267
966	0.1854751159
967	0.1854668996
968	0.1854511059
969	0.1854380155
970	0.1854231456
971	0.1854087115
972	0.1853626312
973	0.1853502957
974	0.1853371019
975	0.1853196885
976	0.1853107455
977	0.1852971833
978	0.1852847342
979	0.1852263916
980	0.1852044709
981	0.1851311267
982	0.1851130504
983	0.1851001971
984	0.185084216
985	0.1850700803
986	0.185060417
987	0.1850440942
988	0.1850258049
989	0.1850087925
990	0.1849861082
991	0.1849100931
992	0.1848635933
993	0.1848283417
994	0.184811855
995	0.1847900767
996	0.1847698035
997	0.1847571839
998	0.1847461323
999	0.1847315681
